tweets,quote_status,language,favorite_count,retweet_count,time,id,sentiment,neg,neu,pos,compound,processed_text,cleaned_tweets,cleaned_neg,cleaned_neu,cleaned_pos,cleaned_compound,neg.1,neu.1,pos.1,compound.1,neg,neu,pos,compound
"this is how we got stuck with literally the worst ships in teen tv history on rvd for four seasons. now imagine if barchie, veggie or jeronica were the main couples from the start? the show seems better doesn’t it? https://t.co/Im8jUgivUX",False,en,2,0,2021-02-28 17:01:59,1366071159444426755,"Sentiment(polarity=-0.08333333333333334, subjectivity=0.4583333333333333)",0.136,0.802,0.061,-0.5514,"['got', 'stuck', 'literally', 'worst', 'ships', 'teen', 'tv', 'history', 'rvd', 'four', 'seasons', 'imagine', 'barchie', 'veggie', 'jeronica', 'main', 'couples', 'start', 'show', 'seems', 'better']",got stuck literally worst ships teen tv history rvd four seasons imagine barchie veggie jeronica main couples start show seems better,0.226,0.667,0.107,-0.4939,0.226,0.667,0.107,-0.4939,0.226,0.667,0.107,-0.4939
"@victoria106__ If Ted said we would have more scenes of J and V! Why do they insist on recording Vachie scenes?  It is useless for them to continue to insist on these couples. @WriterRAS  Jeronica has so much potential! And you are wasting it. I say again, this is not what we want. https://t.co/3HeMAYgAwi",False,en,1,0,2021-02-28 16:51:25,1366068501425893380,"Sentiment(polarity=0.041666666666666664, subjectivity=0.5666666666666667)",0.13,0.87,0.0,-0.7435,"['ted', 'said', 'would', 'scenes', 'j', 'v', 'insist', 'recording', 'vachie', 'scenes', 'useless', 'continue', 'insist', 'couples', 'jeronica', 'much', 'potential', 'wasting', 'say', 'want']",ted said would scenes j v insist recording vachie scenes useless continue insist couples jeronica much potential wasting say want,0.252,0.688,0.06,-0.6369,0.252,0.688,0.06,-0.6369,0.252,0.688,0.06,-0.6369
"@victoria106__ @imaginebarchie I hope he said a truth in a good sense, for the fandom Jeronica https://t.co/8YhuVpNCGO",False,en,4,1,2021-02-28 16:43:11,1366066430249213953,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.0,0.5760000000000001,0.424,0.7964,"['hope', 'said', 'truth', 'good', 'sense', 'fandom', 'jeronica']",hope said truth good sense fandom jeronica,0.0,0.331,0.669,0.7964,0.0,0.331,0.669,0.7964,0.0,0.331,0.669,0.7964
#Jeronica needs a chance https://t.co/HfIfg3qkSZ,False,en,15,3,2021-02-28 16:36:30,1366064748098322434,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.6,0.4,0.25,"['jeronica', 'needs', 'chance']",jeronica needs chance,0.0,0.5,0.5,0.25,0.0,0.5,0.5,0.25,0.0,0.5,0.5,0.25
jugtabitharonnie trio where veronica and tabitha connect over their struggle in trying to decide if they’re pops girls or mias girls and jeronica connect over replicating their parents and they all solve mysteries together and have fun &lt;3 I’VE CONNECTED THE DOTS,False,en,11,1,2021-02-28 16:20:21,1366060682085597189,"Sentiment(polarity=0.3, subjectivity=0.2)",0.05,0.841,0.11,0.4215,"['jugtabitharonnie', 'trio', 'veronica', 'tabitha', 'connect', 'struggle', 'trying', 'decide', 'pops', 'girls', 'mias', 'girls', 'jeronica', 'connect', 'replicating', 'parents', 'solve', 'mysteries', 'together', 'fun', 'lt', '3', 'connected', 'dots']",jugtabitharonnie trio veronica tabitha connect struggle trying decide pops girls mias girls jeronica connect replicating parents solve mysteries together fun lt 3 connected dots,0.084,0.73,0.18600000000000005,0.4215,0.084,0.73,0.18600000000000003,0.4215,0.084,0.73,0.186,0.4215
the bechdel test but it’s jeronica having a conversation that isn’t about betty or archie,False,en,11,1,2021-02-28 15:32:16,1366048581833134083,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['bechdel', 'test', 'jeronica', 'conversation', 'betty', 'archie']",bechdel test jeronica conversation betty archie,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
the jeronica kiss scene is so funny literally what was going on in that scene,False,en,4,0,2021-02-28 15:27:15,1366047318487822336,"Sentiment(polarity=0.25, subjectivity=1.0)",0.0,0.665,0.335,0.7609,"['jeronica', 'kiss', 'scene', 'funny', 'literally', 'going', 'scene']",jeronica kiss scene funny literally going scene,0.0,0.467,0.5329999999999999,0.6908,0.0,0.467,0.5329999999999999,0.6908,0.0,0.467,0.533,0.6908
"@ShellyLahey I can't seem to like them both in a romantic relationship, when in fact the writers should enjoy Jeronica's chemistry! for me, Tabitha and Jugh should be good friends https://t.co/JetirvYl9N",False,en,2,0,2021-02-28 13:59:01,1366025113016098816,"Sentiment(polarity=0.39999999999999997, subjectivity=0.5333333333333333)",0.055,0.627,0.318,0.8774,"['seem', 'like', 'romantic', 'relationship', 'fact', 'writers', 'enjoy', 'jeronica', 'chemistry', 'tabitha', 'jugh', 'good', 'friends']",seem like romantic relationship fact writers enjoy jeronica chemistry tabitha jugh good friends,0.0,0.35700000000000004,0.643,0.9246,0.0,0.35700000000000004,0.643,0.9246,0.0,0.357,0.643,0.9246
"my biggest endgame losses literally hassandra, danamy, jonerys, braime, dair, quinncarrie, mergana, stevenat, katjustin, scira, jeronica, phoney, jolaurie, thomesa, wolfstar, jily, simongrace, sansaery, theonsa, bella, wallie, missworm, falice",False,en,7,0,2021-02-28 12:05:27,1365996533884145667,"Sentiment(polarity=0.0, subjectivity=0.0)",0.091,0.909,0.0,-0.4019,"['biggest', 'endgame', 'losses', 'literally', 'hassandra', 'danamy', 'jonerys', 'braime', 'dair', 'quinncarrie', 'mergana', 'stevenat', 'katjustin', 'scira', 'jeronica', 'phoney', 'jolaurie', 'thomesa', 'wolfstar', 'jily', 'simongrace', 'sansaery', 'theonsa', 'bella', 'wallie', 'missworm', 'falice']",biggest endgame losses literally hassandra danamy jonerys braime dair quinncarrie mergana stevenat katjustin scira jeronica phoney jolaurie thomesa wolfstar jily simongrace sansaery theonsa bella wallie missworm falice,0.094,0.906,0.0,-0.4019,0.094,0.9059999999999999,0.0,-0.4019,0.094,0.906,0.0,-0.4019
"I tried as hard as I could but if there's no jeronica I'm out, I have other series to watch",False,en,0,0,2021-02-28 11:17:39,1365984506960830466,"Sentiment(polarity=-0.20833333333333334, subjectivity=0.4583333333333333)",0.211,0.789,0.0,-0.4588,"['tried', 'hard', 'could', 'jeronica', 'series', 'watch']",tried hard could jeronica series watch,0.219,0.7809999999999999,0.0,-0.1027,0.21899999999999997,0.7809999999999999,0.0,-0.1027,0.219,0.781,0.0,-0.1027
@lancesnarts Always jeronica 💚,False,en,0,0,2021-02-28 10:16:58,1365969232744349696,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['always', 'jeronica']",always jeronica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"fuck barchie , bighead , Archie , jeronica ship beronica.",False,en,2,0,2021-02-28 08:55:03,1365948618054635521,"Sentiment(polarity=-0.4, subjectivity=0.6)",0.368,0.632,0.0,-0.5423,"['fuck', 'barchie', 'bighead', 'archie', 'jeronica', 'ship', 'beronica']",fuck barchie bighead archie jeronica ship beronica,0.368,0.632,0.0,-0.5423,0.368,0.632,0.0,-0.5423,0.368,0.632,0.0,-0.5423
"RT @barcheated: Good day for jeronica nation

https://t.co/gzAD02o44Y",False,en,0,1,2021-02-28 08:43:34,1365945727915089920,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.0,0.7070000000000001,0.293,0.4404,"['good', 'day', 'jeronica', 'nation']",good day jeronica nation,0.0,0.508,0.4920000000000001,0.4404,0.0,0.508,0.49200000000000005,0.4404,0.0,0.508,0.492,0.4404
"RT @imaginebarchie: my bestie, barchies this is to bring to your attention that I very recently discovered Jeronica could be amazing ,they'…",False,en,0,3,2021-02-28 08:08:44,1365936961605820416,"Sentiment(polarity=0.30000000000000004, subjectivity=0.6125)",0.0,0.84,0.16,0.5859,"['bestie', 'barchies', 'bring', 'attention', 'recently', 'discovered', 'jeronica', 'could', 'amazing']",bestie barchies bring attention recently discovered jeronica could amazing,0.0,0.6779999999999999,0.322,0.5859,0.0,0.6779999999999999,0.322,0.5859,0.0,0.678,0.322,0.5859
@spott3d If they actually went to go to Pops then we would've of have some Jeronica crumbs right at the moment ughhh fuck Chad!!! 😩  #jeronica,False,en,4,0,2021-02-28 06:34:05,1365913142157574144,"Sentiment(polarity=-0.16517857142857142, subjectivity=0.41190476190476194)",0.154,0.846,0.0,-0.6571,"['actually', 'went', 'go', 'pops', 'would', 'jeronica', 'crumbs', 'right', 'moment', 'ughhh', 'fuck', 'chad', 'jeronica']",actually went go pops would jeronica crumbs right moment ughhh fuck chad jeronica,0.226,0.774,0.0,-0.5423,0.226,0.774,0.0,-0.5423,0.226,0.774,0.0,-0.5423
"RT @SJEarthquakes: There's something special brewing in San Jose. 

This week in ""Our City, Our Stories,"" we're highlighting our friends at…",False,en,0,8,2021-02-28 06:29:06,1365911891416133632,"Sentiment(polarity=0.35714285714285715, subjectivity=0.5714285714285714)",0.0,0.7659999999999999,0.234,0.7003,"['something', 'special', 'brewing', 'san', 'jose', 'week', 'city', 'stories', 'highlighting', 'friends']",something special brewing san jose week city stories highlighting friends,0.0,0.58,0.42,0.7003,0.0,0.58,0.42,0.7003,0.0,0.58,0.42,0.7003
Jeronica is in the fucking top ten???? Aaaaah! https://t.co/8VkVL1rxmP,True,en,1,0,2021-02-28 06:18:26,1365909203815079937,"Sentiment(polarity=0.25, subjectivity=0.25)",0.0,0.705,0.295,0.5179,"['jeronica', 'fucking', 'top', 'ten', 'aaaaah']",jeronica fucking top ten aaaaah,0.0,0.6559999999999999,0.344,0.2716,0.0,0.6559999999999999,0.344,0.2716,0.0,0.656,0.344,0.2716
"@archiebettyOTP @EriVeronica @colesprouse @RiverdaleWriter I really like this couple, but I also really like jeronica and I'm like Veronica with tabitha😭😭😭",False,en,1,0,2021-02-27 23:41:42,1365809365400264707,"Sentiment(polarity=0.2, subjectivity=0.2)",0.0,0.633,0.3670000000000001,0.851,"['really', 'like', 'couple', 'also', 'really', 'like', 'jeronica', 'like', 'veronica', 'tabitha']",really like couple also really like jeronica like veronica tabitha,0.0,0.455,0.545,0.8115,0.0,0.455,0.545,0.8115,0.0,0.455,0.545,0.8115
@nymonologue setting up a bot to vote for jeronica because its a lesbian couple,False,en,3,0,2021-02-27 23:17:05,1365803170912436227,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['setting', 'bot', 'vote', 'jeronica', 'lesbian', 'couple']",setting bot vote jeronica lesbian couple,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @melanie_joness: All I ask, please, more scenes jeronica @WriterRAS #vughead #jeronica",False,en,0,4,2021-02-27 22:23:10,1365789599688179712,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.813,0.187,0.3182,"['ask', 'please', 'scenes', 'jeronica', 'vughead', 'jeronica']",ask please scenes jeronica vughead jeronica,0.0,0.685,0.315,0.3182,0.0,0.685,0.315,0.3182,0.0,0.685,0.315,0.3182
@chonistan420 wait when did u join rvd twitter? i was a bh in s1 but dropped them by s2 and replaced them with jeronica and cheronica and at this point i wanted betty dead i had a personal vendetta against her so i didn’t want her with anyone. and now i’m a jarchie wow we have all come so far,False,en,2,0,2021-02-27 21:48:47,1365780947413721096,"Sentiment(polarity=0.0, subjectivity=0.675)",0.095,0.767,0.138,0.1822,"['wait', 'u', 'join', 'rvd', 'twitter', 'bh', 's1', 'dropped', 's2', 'replaced', 'jeronica', 'cheronica', 'point', 'wanted', 'betty', 'dead', 'personal', 'vendetta', 'want', 'anyone', 'jarchie', 'wow', 'come', 'far']",wait u join rvd twitter bh s1 dropped s2 replaced jeronica cheronica point wanted betty dead personal vendetta want anyone jarchie wow come far,0.141,0.621,0.239,0.25,0.141,0.621,0.239,0.25,0.141,0.621,0.239,0.25
once a jeronica always a jeronica... oh you’re in my veins and i cannot get you out💔,False,en,0,0,2021-02-27 21:25:24,1365775063295942658,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['jeronica', 'always', 'jeronica', 'oh', 'veins', 'cannot', 'get']",jeronica always jeronica oh veins cannot get,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
cant stop watching riverdale through a jeronica lens... yes i noticed that jughead and veronica were wearing very similar glasses this ep and similar outfits in one scene yes i held my breath to see if jughead would say veronica’s name in the pops scene w archie,False,en,0,0,2021-02-27 21:25:24,1365775061853106181,"Sentiment(polarity=0.0, subjectivity=0.46)",0.0,0.846,0.154,0.7421,"['cant', 'stop', 'watching', 'riverdale', 'jeronica', 'lens', 'yes', 'noticed', 'jughead', 'veronica', 'wearing', 'similar', 'glasses', 'ep', 'similar', 'outfits', 'one', 'scene', 'yes', 'held', 'breath', 'see', 'jughead', 'would', 'say', 'veronica', 'name', 'pops', 'scene', 'w', 'archie']",cant stop watching riverdale jeronica lens yes noticed jughead veronica wearing similar glasses ep similar outfits one scene yes held breath see jughead would say veronica name pops scene w archie,0.0,0.787,0.213,0.7421,0.0,0.787,0.213,0.7421,0.0,0.787,0.213,0.7421
JERONICA MAKING TOO TEN??? https://t.co/sRericSYfR https://t.co/cwfIu0mgoq,True,en,5,0,2021-02-27 20:32:03,1365761637060382722,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['jeronica', 'making', 'ten']",jeronica making ten,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @ShellyLahey: jeronica’s a part of this omg JERONICA’S GO VOTE,True,en,0,4,2021-02-27 20:16:40,1365757764270751745,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['jeronica', 'part', 'omg', 'jeronica', 'go', 'vote']",jeronica part omg jeronica go vote,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@BlaineandArchie Im reggieronnie &gt; jeronica if it makes you feel better but I will not sit here and lie and say j and v don't have chemistry,False,en,0,0,2021-02-27 20:12:40,1365756759705604099,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.922,0.078,0.2382,"['im', 'reggieronnie', 'gt', 'jeronica', 'makes', 'feel', 'better', 'sit', 'lie', 'say', 'j', 'v', 'chemistry']",im reggieronnie gt jeronica makes feel better sit lie say j v chemistry,0.0,0.643,0.35700000000000004,0.6124,0.0,0.643,0.35700000000000004,0.6124,0.0,0.643,0.357,0.6124
when jeronica beat varchie i knew this was going to be wrong https://t.co/dDLyiykwcg,True,en,3,0,2021-02-27 20:11:29,1365756462249758724,"Sentiment(polarity=-0.5, subjectivity=0.9)",0.22,0.78,0.0,-0.4767,"['jeronica', 'beat', 'varchie', 'knew', 'going', 'wrong']",jeronica beat varchie knew going wrong,0.383,0.617,0.0,-0.4767,0.38299999999999995,0.617,0.0,-0.4767,0.383,0.617,0.0,-0.4767
"Good day for jeronica nation

https://t.co/gzAD02o44Y",False,en,4,1,2021-02-27 20:08:29,1365755704364175365,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.0,0.633,0.3670000000000001,0.4404,"['good', 'day', 'jeronica', 'nation']",good day jeronica nation,0.0,0.508,0.4920000000000001,0.4404,0.0,0.508,0.49200000000000005,0.4404,0.0,0.508,0.492,0.4404
if jeronica is only 1.4% of the votes how much of the votes  did choni get…,False,en,0,0,2021-02-27 20:07:50,1365755544527642629,"Sentiment(polarity=0.1, subjectivity=0.6)",0.0,1.0,0.0,0.0,"['jeronica', '1', '4', 'votes', 'much', 'votes', 'choni', 'get']",jeronica 1 4 votes much votes choni get,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
JERONICA GETTING HIGHER THAN VARCHIE????? how the turn tables... https://t.co/5cvW3ZmT1e,True,en,8,0,2021-02-27 20:07:09,1365755370052874240,"Sentiment(polarity=0.25, subjectivity=0.5)",0.0,1.0,0.0,0.0,"['jeronica', 'getting', 'higher', 'varchie', 'turn', 'tables']",jeronica getting higher varchie turn tables,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
jeronica fans deserve jail time https://t.co/U05PEAe8nU,True,en,9,0,2021-02-27 20:06:37,1365755236120481796,"Sentiment(polarity=-0.1, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['jeronica', 'fans', 'deserve', 'jail', 'time']",jeronica fans deserve jail time,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
how did jeronica get more votes than varchie?? what happened?? https://t.co/fFJ6IT6LWe,True,en,1,0,2021-02-27 20:06:34,1365755225605353476,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,1.0,0.0,0.0,"['jeronica', 'get', 'votes', 'varchie', 'happened']",jeronica get votes varchie happened,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"There's something special brewing in San Jose. 

This week in ""Our City, Our Stories,"" we're highlighting our friends at @NirvanaSoulSJ in the SoFa District. 

Co-founders Jeronica and Be’Anka hope to bring people together through the power of coffee and tea.",False,en,59,8,2021-02-27 20:00:01,1365753574555148288,"Sentiment(polarity=0.35714285714285715, subjectivity=0.5714285714285714)",0.0,0.81,0.19,0.8271,"['something', 'special', 'brewing', 'san', 'jose', 'week', 'city', 'stories', 'highlighting', 'friends', 'sofa', 'district', 'co', 'founders', 'jeronica', 'anka', 'hope', 'bring', 'people', 'together', 'power', 'coffee', 'tea']",something special brewing san jose week city stories highlighting friends sofa district co founders jeronica anka hope bring people together power coffee tea,0.0,0.6970000000000001,0.303,0.8271,0.0,0.6970000000000001,0.303,0.8271,0.0,0.697,0.303,0.8271
"my bestie, barchies this is to bring to your attention that I very recently discovered Jeronica could be amazing ,they've never had enough screen time so if something like that were to happen it would just be out of the blue and epic .
think about it ,for real !!!!!",False,en,19,3,2021-02-27 19:20:33,1365743644779507713,"Sentiment(polarity=0.21839192708333335, subjectivity=0.4208333333333334)",0.0,0.856,0.14400000000000002,0.8286,"['bestie', 'barchies', 'bring', 'attention', 'recently', 'discovered', 'jeronica', 'could', 'amazing', 'never', 'enough', 'screen', 'time', 'something', 'like', 'happen', 'would', 'blue', 'epic', 'think', 'real']",bestie barchies bring attention recently discovered jeronica could amazing never enough screen time something like happen would blue epic think real,0.0,0.7509999999999999,0.249,0.743,0.0,0.7509999999999999,0.249,0.743,0.0,0.751,0.249,0.743
"@archiebettyOTP @barchiesdreams @EriVeronica @colesprouse @RiverdaleWriter jughead does not pay any attention to her !!!! or  veronica for that matter but I ship him with both , helppppppp!!!!! why don't we have any Jeronica scenes it's not fair ajdjwjjfkdkekf",False,en,2,0,2021-02-27 19:04:00,1365739480200581122,"Sentiment(polarity=-0.35, subjectivity=0.9)",0.093,0.85,0.057,-0.5288,"['jughead', 'pay', 'attention', 'veronica', 'matter', 'ship', 'helppppppp', 'jeronica', 'scenes', 'fair', 'ajdjwjjfkdkekf']",jughead pay attention veronica matter ship helppppppp jeronica scenes fair ajdjwjjfkdkekf,0.109,0.625,0.266,0.25,0.109,0.625,0.266,0.25,0.109,0.625,0.266,0.25
"RT @archiebettyOTP: I will always &amp; forever be a Jeronica Stan but I gotta be honest, I'm falling in love with these two! https://t.co/POni…",False,en,0,1,2021-02-27 19:01:05,1365738745635471370,"Sentiment(polarity=0.6125, subjectivity=0.75)",0.062,0.591,0.34600000000000003,0.892,"['always', 'amp', 'forever', 'jeronica', 'stan', 'gotta', 'honest', 'falling', 'love', 'two']",always amp forever jeronica stan gotta honest falling love two,0.099,0.435,0.466,0.7845,0.099,0.435,0.466,0.7845,0.099,0.435,0.466,0.7845
barchie this barchie that what about jeronica two sides of the same coin dair-esque arc. huh?,False,en,1,0,2021-02-27 18:15:23,1365727242677018627,"Sentiment(polarity=0.0, subjectivity=0.125)",0.0,1.0,0.0,0.0,"['barchie', 'barchie', 'jeronica', 'two', 'sides', 'coin', 'dair', 'esque', 'arc', 'huh']",barchie barchie jeronica two sides coin dair esque arc huh,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"I will always &amp; forever be a Jeronica Stan but I gotta be honest, I'm falling in love with these two! https://t.co/POni8uDT8Q",False,en,34,1,2021-02-27 18:05:16,1365724697657290752,"Sentiment(polarity=0.6125, subjectivity=0.75)",0.067,0.563,0.371,0.892,"['always', 'amp', 'forever', 'jeronica', 'stan', 'gotta', 'honest', 'falling', 'love', 'two']",always amp forever jeronica stan gotta honest falling love two,0.099,0.435,0.466,0.7845,0.099,0.435,0.466,0.7845,0.099,0.435,0.466,0.7845
the way archie goes absolutely feral after jeronica kiss like??????,False,en,0,0,2021-02-27 17:59:46,1365723313134256130,"Sentiment(polarity=0.2, subjectivity=0.9)",0.0,0.705,0.295,0.5803,"['way', 'archie', 'goes', 'absolutely', 'feral', 'jeronica', 'kiss', 'like']",way archie goes absolutely feral jeronica kiss like,0.0,0.519,0.481,0.6771,0.0,0.519,0.48100000000000004,0.6771,0.0,0.519,0.481,0.6771
RT @sexitopaz: I need more jeronica besties.,False,en,0,1,2021-02-27 17:20:59,1365713553253150723,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,1.0,0.0,0.0,"['need', 'jeronica', 'besties']",need jeronica besties,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
The only Romeo and Juliet ships are Choni and Jeronica I— https://t.co/NoAK0iZhs3,True,en,3,0,2021-02-27 17:15:56,1365712282857037826,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,0.0,0.0,"['romeo', 'juliet', 'ships', 'choni', 'jeronica']",romeo juliet ships choni jeronica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @ShellyLahey: jeronica’s a part of this omg JERONICA’S GO VOTE https://t.co/UFzZSa3MhS,True,en,0,4,2021-02-27 17:05:43,1365709712797425666,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['jeronica', 'part', 'omg', 'jeronica', 'go', 'vote']",jeronica part omg jeronica go vote,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
jeronica’s a part of this omg JERONICA’S GO VOTE https://t.co/UFzZSa3MhS,True,en,8,4,2021-02-27 17:03:01,1365709030086373377,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['jeronica', 'part', 'omg', 'jeronica', 'go', 'vote']",jeronica part omg jeronica go vote,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
I need more jeronica besties.,False,en,4,1,2021-02-27 15:19:32,1365682990173458432,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,1.0,0.0,0.0,"['need', 'jeronica', 'besties']",need jeronica besties,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @VugheadForever: Even if Riverdale ends without Jeronica and absolutely nothing about them, I will never stop thinking that they would h…",False,en,0,4,2021-02-27 13:49:06,1365660231016079360,"Sentiment(polarity=0.2, subjectivity=0.9)",0.0,0.914,0.086,0.2235,"['even', 'riverdale', 'ends', 'without', 'jeronica', 'absolutely', 'nothing', 'never', 'stop', 'thinking', 'would', 'h']",even riverdale ends without jeronica absolutely nothing never stop thinking would h,0.161,0.8390000000000001,0.0,-0.2313,0.161,0.8390000000000001,0.0,-0.2313,0.161,0.839,0.0,-0.2313
"RT @_patersons: why are the riverdale writers so scared to let jughead and veronica interact, seriously? the time jump + barchie was the pe…",False,en,0,15,2021-02-27 08:02:00,1365572879270739968,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.6666666666666666)",0.206,0.794,0.0,-0.6642,"['patersons', 'riverdale', 'writers', 'scared', 'let', 'jughead', 'veronica', 'interact', 'seriously', 'time', 'jump', 'barchie', 'pe']",patersons riverdale writers scared let jughead veronica interact seriously time jump barchie pe,0.295,0.705,0.0,-0.5574,0.295,0.705,0.0,-0.5574,0.295,0.705,0.0,-0.5574
@ThatNiggaAFool @Tiffernayyyyy @ceraliza You Jeronica‘s?,False,en,10,0,2021-02-27 03:39:13,1365506747826376707,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,['jeronica'],jeronica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @VugheadForever: @azalben @decider I NEED JERONICA https://t.co/SCWk8kcwwU,False,en,0,1,2021-02-27 02:15:12,1365485605753389057,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['need', 'jeronica']",need jeronica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"This show is making me miss one of the best Jeronica fics, The Ward and her Protector",False,en,0,0,2021-02-27 01:31:50,1365474693369618432,"Sentiment(polarity=1.0, subjectivity=0.3)",0.077,0.721,0.202,0.5574,"['show', 'making', 'miss', 'one', 'best', 'jeronica', 'fics', 'ward', 'protector']",show making miss one best jeronica fics ward protector,0.125,0.547,0.328,0.5574,0.125,0.547,0.32799999999999996,0.5574,0.125,0.547,0.328,0.5574
@CW_Riverdale snyways give me some Jeronica crumbs https://t.co/UDZiueF2f9,False,en,5,0,2021-02-27 01:02:30,1365467309637332996,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['snyways', 'give', 'jeronica', 'crumbs']",snyways give jeronica crumbs,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Jughead said on S3x11 referring to Veronica “A hell of a good looking one was about to walk through my door”... I think the writers would’ve taken their storyline in a more joint manner if fans got as excited by that as they do by Barchie crumbs lol #Barchie #Jeronica #Riverdale,False,en,6,0,2021-02-27 01:00:01,1365466684983771136,"Sentiment(polarity=0.59375, subjectivity=0.6375)",0.081,0.7759999999999999,0.14300000000000002,0.3612,"['jughead', 'said', 's3x11', 'referring', 'veronica', 'hell', 'good', 'looking', 'one', 'walk', 'door', 'think', 'writers', 'would', 'taken', 'storyline', 'joint', 'manner', 'fans', 'got', 'excited', 'barchie', 'crumbs', 'lol', 'barchie', 'jeronica', 'riverdale']",jughead said s3x11 referring veronica hell good looking one walk door think writers would taken storyline joint manner fans got excited barchie crumbs lol barchie jeronica riverdale,0.129,0.644,0.227,0.3612,0.129,0.644,0.22699999999999998,0.3612,0.129,0.644,0.227,0.3612
Omg I never noticed her thumb caressing his 😍😍😍💕💕 #jeronica #Riverdale #vughead https://t.co/vZWWhulIFu,True,en,10,1,2021-02-27 00:41:29,1365462022540861444,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,1.0,0.0,0.0,"['omg', 'never', 'noticed', 'thumb', 'caressing', 'jeronica', 'riverdale', 'vughead']",omg never noticed thumb caressing jeronica riverdale vughead,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i just remembered when i was a jeronica and fred first got shot and the core four all group hugged archie i was like “veronica and jughead have their arms around each other they’re touching wow this is how i win” 😭😭 like... his dad is in critical condition in the hospital,False,en,18,0,2021-02-26 23:52:49,1365449775127146500,"Sentiment(polarity=0.25416666666666665, subjectivity=0.5680555555555555)",0.042,0.792,0.166,0.7717,"['remembered', 'jeronica', 'fred', 'first', 'got', 'shot', 'core', 'four', 'group', 'hugged', 'archie', 'like', 'veronica', 'jughead', 'arms', 'around', 'touching', 'wow', 'win', 'like', 'dad', 'critical', 'condition', 'hospital']",remembered jeronica fred first got shot core four group hugged archie like veronica jughead arms around touching wow win like dad critical condition hospital,0.065,0.506,0.43,0.9186,0.065,0.506,0.43,0.9186,0.065,0.506,0.43,0.9186
