tweets,quote_status,language,favorite_count,retweet_count,time,id,rating,processed_text,cleaned_tweets,neg,neu,pos
"BUGHEAD DAY 🤍 🐍👑

J: ""Hey there Juliet...""
#Bughead  🖤✨
#Riverdale #Betty #Jughead https://t.co/Kr1D7SZp4e",False,en,0,0,2021-03-02 18:06:37,1366812202552934403,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'day', 'j', 'hey', 'juliet', 'bughead', 'riverdale', 'betty', 'jughead']","bughead day :white heart: :snake::crown:

j: ""hey there juliet...""
bughead  :black heart::sparkles:
riverdale betty jughead ",0.00,0.11,0.89
In honor of #bughead day!! I give you the very first #bughead kiss!!! https://t.co/Xv3wjHLn1h,False,en,3,0,2021-03-02 18:06:01,1366812048848429056,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.8142}","['honor', 'bughead', 'day', 'give', 'first', 'bughead', 'kiss']",in honor of bughead day!! i give you the very first bughead kiss!!! ,0.00,0.00,1.00
You know what to do #Bughead https://t.co/6F3Pgys5rf,True,en,48,2,2021-03-02 18:04:37,1366811695746793475,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['know', 'bughead']",you know what to do bughead ,0.00,0.00,1.00
BUGHEAD IS SO BEAUTIFUL I'M LITERALLY CRYING,False,en,8,0,2021-03-02 18:03:09,1366811330443935745,"{'neg': 0.252, 'neu': 0.407, 'pos': 0.341, 'compound': 0.2716}","['bughead', 'beautiful', 'literally', 'crying']",bughead is so beautiful i'm literally crying,0.14,0.00,0.86
There blue and gold aesthetic is just so like #bughead https://t.co/IJC9j1ciGB,False,en,1,0,2021-03-02 18:02:21,1366811128316129286,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.5009}","['blue', 'gold', 'aesthetic', 'like', 'bughead']",there blue and gold aesthetic is just so like bughead ,0.10,0.00,0.90
"RT @ForsythesCooper: TODAY IS REALLY BUGHEAD DAY ISN'T ITTT?!?!?! 
that's why i love chrissy https://t.co/WAejawzrAk",False,en,0,33,2021-03-02 18:00:24,1366810637490401285,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.7661}","['today', 'really', 'bughead', 'day', 'ittt', 'love', 'chrissy']","rt : today is really bughead day isn't ittt?!?!?! 
that's why i love chrissy ",0.08,0.00,0.92
@ArchieComics @79SemiFinalist @itsveronicafish @AndyTFish BUGHEAD FOVERER,False,en,3,0,2021-03-02 18:00:02,1366810543663759361,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'foverer']",    bughead foverer,0.00,0.00,1.00
tweeting all  my #bughead photos!! https://t.co/cnJdlJDube,False,en,2,0,2021-03-02 17:56:30,1366809654106279936,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['tweeting', 'bughead', 'photos']",tweeting all  my bughead photos!! ,0.20,0.00,0.80
Happy #Bughead Day🥺 https://t.co/xK0PBsRr0O,False,en,4,0,2021-03-02 17:54:05,1366809046150492163,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}","['happy', 'bughead', 'day']",happy bughead day:pleading face: ,0.50,0.00,0.50
RT @wilwills: @RiverdaleDark I cant wait for the bughead Reunion kiss. Omg I already know its gonna be iconic.,False,en,0,4,2021-03-02 17:53:07,1366808803723902986,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}","['cant', 'wait', 'bughead', 'reunion', 'kiss', 'omg', 'already', 'know', 'gonna', 'iconic']",rt :  i cant wait for the bughead reunion kiss. omg i already know its gonna be iconic.,0.00,0.00,1.00
RT @buvghead: @RiverdaleDark bughead endgame https://t.co/uxd7ckS7VE,False,en,0,1,2021-03-02 17:51:12,1366808320032522252,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'endgame']",rt :  bughead endgame ,0.33,0.00,0.67
Thanks sm for this edit https://t.co/NlTIORWS76,True,en,1,0,2021-03-02 17:49:20,1366807851675521024,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}","['thanks', 'sm', 'edit']",thanks sm for this edit ,0.00,0.00,1.00
"we are doing this on bughead day, yeah
https://t.co/Ma0cPq9k4Z",False,en,15,3,2021-03-02 17:42:58,1366806249908690945,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.296}","['bughead', 'day', 'yeah']","we are doing this on bughead day, yeah
",0.00,0.00,1.00
"@AryanAksah @reinhartshug @SotoSsntiago If Bughead is that good, why is it Aphobic and Bland",False,en,1,0,2021-03-02 17:42:47,1366806203938996224,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}","['bughead', 'good', 'aphobic', 'bland']","   if bughead is that good, why is it aphobic and bland",0.09,0.00,0.91
"RT @BugheadDaily: 4 years ago today, Jughead climbed to Betty's window, called her Juliet and kissed her for the first time 😭 At this momen…",False,en,0,1,2021-03-02 17:39:58,1366805494673866761,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3818}","['4', 'years', 'ago', 'today', 'jughead', 'climbed', 'betty', 'window', 'called', 'juliet', 'kissed', 'first', 'time', 'momen']","rt : 4 years ago today, jughead climbed to betty's window, called her juliet and kissed her for the first time :loudly crying face: at this momen…",0.00,0.00,1.00
"HAPPY BUGHEAD DAY!!

It’s been 4 years since these two shared their first kiss 🥺💕 https://t.co/8ULSvYsCts",False,en,0,0,2021-03-02 17:35:44,1366804430201487366,"{'neg': 0.0, 'neu': 0.54, 'pos': 0.46, 'compound': 0.8811}","['happy', 'bughead', 'day', '4', 'years', 'since', 'two', 'shared', 'first', 'kiss']","happy bughead day!!

it’s been 4 years since these two shared their first kiss :pleading face::two hearts: ",0.07,0.00,0.93
"i need bughead, not this tbh :( https://t.co/4L12QRfrWm",True,en,0,0,2021-03-02 17:35:19,1366804324282630147,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.3412}","['need', 'bughead', 'tbh']","i need bughead, not this tbh :( ",0.00,0.00,1.00
"4 years ago today, Jughead climbed to Betty's window, called her Juliet and kissed her for the first time 😭 At this moment I fell in love with them and it was the beginning of my journey as a Bughead stan 🤩 Happy first kiss anniversary my babies 😘 https://t.co/P6XSyObEu0",False,en,6,1,2021-03-02 17:34:55,1366804225062281222,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.9231}","['4', 'years', 'ago', 'today', 'jughead', 'climbed', 'betty', 'window', 'called', 'juliet', 'kissed', 'first', 'time', 'moment', 'fell', 'love', 'beginning', 'journey', 'bughead', 'stan', 'happy', 'first', 'kiss', 'anniversary', 'babies']","4 years ago today, jughead climbed to betty's window, called her juliet and kissed her for the first time :loudly crying face: at this moment i fell in love with them and it was the beginning of my journey as a bughead stan :star-struck: happy first kiss anniversary my babies :face blowing a kiss: ",0.04,0.00,0.96
"RT @smilecoles: Happy Anniversary💗
#Bughead https://t.co/Ch7sG4u0KE",False,en,0,5,2021-03-02 17:29:08,1366802767055122432,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}","['happy', 'anniversary', 'bughead']","rt : happy anniversary:growing heart:
bughead ",0.33,0.00,0.67
bugvarchie exes to lovers 🤩 endgame #Riverdale #Varchie #Bughead https://t.co/IydLIBt4AA,False,en,5,0,2021-03-02 17:26:59,1366802226107326466,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.5267}","['bugvarchie', 'exes', 'lovers', 'endgame', 'riverdale', 'varchie', 'bughead']",bugvarchie exes to lovers :star-struck: endgame riverdale varchie bughead ,0.25,0.00,0.75
"✨’I’m lost... but I know that i’ll be fine’  ✨
Happy #bughead Day  
#Riverdale https://t.co/rGJ19R3o21",False,en,1,0,2021-03-02 17:21:08,1366800755391406085,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.7227}","['lost', 'know', 'fine', 'happy', 'bughead', 'day', 'riverdale']",":sparkles:’i’m lost... but i know that i’ll be fine’  :sparkles:
happy bughead day  
riverdale ",0.19,0.19,0.62
HAPPY BUGHEAD ANNIVERSARY BUGGIES💕 https://t.co/sjKewb8rMD,False,en,0,0,2021-03-02 17:19:11,1366800263672168459,"{'neg': 0.0, 'neu': 0.474, 'pos': 0.526, 'compound': 0.6633}","['happy', 'bughead', 'anniversary', 'buggies']",happy bughead anniversary buggies:two hearts: ,0.33,0.00,0.67
Happy #Bughead Day 😍 sweetest first kiss ever ❤🐍❤ https://t.co/VpK4z44F0q,False,en,0,0,2021-03-02 17:16:28,1366799581762183177,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.7579}","['happy', 'bughead', 'day', 'sweetest', 'first', 'kiss', 'ever']",happy bughead day :smiling face with heart-eyes: sweetest first kiss ever :red heart::snake::red heart: ,0.11,0.00,0.89
bughead anniversary 😃 https://t.co/JsqPLDC7xy,False,en,1,0,2021-03-02 17:14:52,1366799176550543361,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'anniversary']",bughead anniversary :grinning face with big eyes: ,0.00,0.00,1.00
@enigmabuqhead THIS!!💯💯,False,en,0,0,2021-03-02 17:11:46,1366798396669878273,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[], this!!:hundred points::hundred points:,0.00,0.00,0.00
RT @reinhartsqueen: 4 years!! Happy #bughead day!🥺❤️ https://t.co/Os1GjIxasL,False,en,0,9,2021-03-02 17:08:45,1366797638788669442,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.6784}","['4', 'years', 'happy', 'bughead', 'day']",rt : 4 years!! happy bughead day!:pleading face::red heart: ,0.20,0.00,0.80
"Bughead brings me comfort, and happiness. ❤️",False,en,9,2,2021-03-02 17:07:34,1366797340422639627,"{'neg': 0.0, 'neu': 0.45, 'pos': 0.55, 'compound': 0.7269}","['bughead', 'brings', 'comfort', 'happiness']","bughead brings me comfort, and happiness. :red heart:",0.00,0.00,1.00
#bughead mean the entire world to me. I love them with all of my heart.,False,en,7,3,2021-03-02 17:05:49,1366796902147194882,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.6369}","['bughead', 'mean', 'entire', 'world', 'love', 'heart']",bughead mean the entire world to me. i love them with all of my heart.,0.07,0.00,0.93
This could be a huge Bughead episode.....👀 https://t.co/zlb5JKm6VD,False,en,23,3,2021-03-02 17:02:21,1366796029606178821,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}","['could', 'huge', 'bughead', 'episode']",this could be a huge bughead episode.....:eyes: ,0.00,0.00,1.00
just saw a bughead edit under a tweet by accident and i’ve never watched one cos i choose not to and i literally felt zilch😭 my eyes need a good cleanse. https://t.co/x5uruRdflN,False,en,7,0,2021-03-02 17:01:11,1366795732741718020,"{'neg': 0.1, 'neu': 0.806, 'pos': 0.094, 'compound': -0.0516}","['saw', 'bughead', 'edit', 'tweet', 'accident', 'never', 'watched', 'one', 'cos', 'choose', 'literally', 'felt', 'zilch', 'eyes', 'need', 'good', 'cleanse']",just saw a bughead edit under a tweet by accident and i’ve never watched one cos i choose not to and i literally felt zilch:loudly crying face: my eyes need a good cleanse. ,0.03,0.00,0.97
Bughead day https://t.co/gdBXBwsFDw,False,en,0,0,2021-03-02 17:00:00,1366795435399077898,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'day']",bughead day ,0.00,0.00,1.00
"Jughead ignored his fears and kissed Betty. He was scared, he was hesitant, he didn’t know how she would react, but he took the chance. I’m so proud of him, it’s not easy to do, especially if you’re not the type to let people in easily. I love them. #bughead #bugheadendgame https://t.co/qMA3a1Se9J",False,en,22,5,2021-03-02 16:59:19,1366795262711259140,"{'neg': 0.147, 'neu': 0.595, 'pos': 0.258, 'compound': 0.8929}","['jughead', 'ignored', 'fears', 'kissed', 'betty', 'scared', 'hesitant', 'know', 'would', 'react', 'took', 'chance', 'proud', 'easy', 'especially', 'type', 'let', 'people', 'easily', 'love', 'bughead', 'bugheadendgame']","jughead ignored his fears and kissed betty. he was scared, he was hesitant, he didn’t know how she would react, but he took the chance. i’m so proud of him, it’s not easy to do, especially if you’re not the type to let people in easily. i love them. bughead bugheadendgame ",0.04,0.00,0.96
Happy #Bughead day!! ❤️❤️🥳  #bugheadendgame https://t.co/uSztBzsdpW,False,en,2,1,2021-03-02 16:54:50,1366794135768858632,"{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.6467}","['happy', 'bughead', 'day', 'bugheadendgame']",happy bughead day!! :red heart::red heart::partying face:  bugheadendgame ,0.50,0.00,0.50
just came out on priv as a bughead shipper and i’ll do this on here too,False,en,0,0,2021-03-02 16:53:01,1366793680925978631,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['came', 'priv', 'bughead', 'shipper']",just came out on priv as a bughead shipper and i’ll do this on here too,0.00,0.00,1.00
Good morning #bughead,False,en,5,0,2021-03-02 16:51:38,1366793330097594369,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}","['good', 'morning', 'bughead']",good morning bughead,0.33,0.00,0.67
"HAPPY BUGHEAD DAY☺️ they were soft babies here 😭💕 @BrianEPaterson @RiverdaleWriter @cmaroon @WriterRAS @CW_Riverdale 

https://t.co/u7vpWUXTmH",False,en,10,0,2021-03-02 16:49:12,1366792719616638987,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6633}","['happy', 'bughead', 'day', 'soft', 'babies']","happy bughead day:smiling face: they were soft babies here :loudly crying face::two hearts:      riverdale 

",0.11,0.00,0.89
"// four years ago today, Jughead Jones called Betty cooper Juliet, Climbed through her window and kissed her. Happy bughead day https://t.co/u4JSZIL3tq",False,en,3,0,2021-03-02 16:48:33,1366792553589313540,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.743}","['four', 'years', 'ago', 'today', 'jughead', 'jones', 'called', 'betty', 'cooper', 'juliet', 'climbed', 'window', 'kissed', 'happy', 'bughead', 'day']","// four years ago today, jughead jones called betty cooper juliet, climbed through her window and kissed her. happy bughead day ",0.05,0.00,0.95
just for bughead day🥰 https://t.co/3FFcSxf46N,False,en,8,0,2021-03-02 16:46:37,1366792067737878530,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'day']",just for bughead day:smiling face with hearts: ,0.00,0.00,1.00
Okay guys no more drama today only bughead,False,en,1,0,2021-03-02 16:46:10,1366791954596573185,"{'neg': 0.218, 'neu': 0.594, 'pos': 0.188, 'compound': -0.0772}","['okay', 'guys', 'drama', 'today', 'bughead']",okay guys no more drama today only bughead,0.00,0.00,1.00
HAPPY BUGHEAD DAY GUYS! #Riverdale,False,en,2,0,2021-03-02 16:44:34,1366791551247089667,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.6932}","['happy', 'bughead', 'day', 'guys', 'riverdale']",happy bughead day guys! riverdale,0.20,0.00,0.80
RT @glittereinhart: happy bughead day🥺 https://t.co/cbWnEGRa7U,False,en,0,1,2021-03-02 16:41:33,1366790794976391169,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}","['happy', 'bughead', 'day']",rt : happy bughead day:pleading face: ,0.33,0.00,0.67
"@Ahri726 @reinhartshug @SotoSsntiago Bughead, riverdale and cole winning almost every awards and getting so much of buzz acorss different platforms and believe me a bunch of teenagers can’t do that.. it a harsh truth but it will better if you accept it or you can make any assumtion you want in your mind",False,en,0,0,2021-03-02 16:40:46,1366790597957332993,"{'neg': 0.032, 'neu': 0.729, 'pos': 0.239, 'compound': 0.8875}","['bughead', 'riverdale', 'cole', 'winning', 'almost', 'every', 'awards', 'getting', 'much', 'buzz', 'acorss', 'different', 'platforms', 'believe', 'bunch', 'teenagers', 'harsh', 'truth', 'better', 'accept', 'make', 'assumtion', 'want', 'mind']","   bughead, riverdale and cole winning almost every awards and getting so much of buzz acorss different platforms and believe me a bunch of teenagers can’t do that.. it a harsh truth but it will better if you accept it or you can make any assumtion you want in your mind",0.00,0.00,1.00
Happy Bughead day❣ https://t.co/3QNC3n0ckz,False,en,0,0,2021-03-02 16:38:37,1366790056548196353,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}","['happy', 'bughead', 'day']",happy bughead day:heart exclamation: ,0.50,0.00,0.50
BUGHEAD DAY BUGHEAD DAY BUGHEAD DAY IM EMO https://t.co/MNR6mcilMV,False,en,10,0,2021-03-02 16:38:36,1366790052076867584,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'day', 'bughead', 'day', 'bughead', 'day', 'im', 'emo']",bughead day bughead day bughead day im emo ,0.00,0.00,1.00
RT @bettsarchs: YALL REMEMBER WHEN RP BUGHEAD GOT IN A PLANE CRASH AND DIED,False,en,0,1,2021-03-02 16:37:18,1366789723797209094,"{'neg': 0.414, 'neu': 0.586, 'pos': 0.0, 'compound': -0.8301}","['yall', 'remember', 'rp', 'bughead', 'got', 'plane', 'crash', 'died']",rt : yall remember when rp bughead got in a plane crash and died,0.00,0.00,1.00
bughead,False,en,0,0,2021-03-02 16:33:51,1366788853357416449,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",['bughead'],bughead,0.00,0.00,1.00
happy bughead day ❤️ https://t.co/ZFrYvugea0,False,en,5,0,2021-03-02 16:28:58,1366787626829836289,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}","['happy', 'bughead', 'day']",happy bughead day :red heart: ,0.33,0.00,0.67
@BugheadUpdates @RiverdaleWriter @lilireinhart Season 1 and 2 #Bughead will forever hold a special spot in my yeen drama heart,False,en,0,0,2021-03-02 16:28:02,1366787389893406721,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4019}","['season', '1', '2', 'bughead', 'forever', 'hold', 'special', 'spot', 'yeen', 'drama', 'heart']",   season 1 and 2 bughead will forever hold a special spot in my yeen drama heart,0.00,0.00,1.00
"happy anniversary bbys 
#riverdale #bughead https://t.co/PJyhVel223",False,en,4,2,2021-03-02 16:27:51,1366787347027738625,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}","['happy', 'anniversary', 'bbys', 'riverdale', 'bughead']","happy anniversary bbys 
riverdale bughead ",0.20,0.00,0.80
Oh lord. Pls send help😭 https://t.co/cxMLteREQn,False,en,4,0,2021-03-02 16:27:17,1366787204874334210,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}","['oh', 'lord', 'pls', 'send', 'help']",oh lord. pls send help:loudly crying face: ,0.00,0.00,1.00
when the writers made them endgame before we even saw them get together on screen❤️ #bughead https://t.co/aGEhqjHF6Z,False,en,152,30,2021-03-02 16:25:03,1366786641935925248,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['writers', 'made', 'endgame', 'even', 'saw', 'get', 'together', 'screen', 'bughead']",when the writers made them endgame before we even saw them get together on screen:red heart: bughead ,0.07,0.00,0.93
"@Actuallysharon1 Me either, to me they just happened because Bughead did",False,en,0,0,2021-03-02 16:17:29,1366784737407348743,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['either', 'happened', 'bughead']"," me either, to me they just happened because bughead did",0.00,0.00,1.00
HAPPY BUGHEAD DAYYY  https://t.co/sc5boZOdd0,False,en,70,12,2021-03-02 16:13:13,1366783662776324096,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.6633}","['happy', 'bughead', 'dayyy']",happy bughead dayyy  ,0.33,0.00,0.67
@RvrdaleBarchoni bughead will reason their way through anything,False,en,4,0,2021-03-02 16:11:11,1366783150664261633,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['bughead', 'reason', 'way', 'anything']", bughead will reason their way through anything,0.00,0.00,1.00
@SotoSsntiago @reinhartshug Yeah bughead have major screen time but the quality of the storyline matter too.. are you blind? everyone knows riverdale stories are one of the most critized storyline ever..,False,en,1,0,2021-03-02 16:08:04,1366782368904716288,"{'neg': 0.103, 'neu': 0.816, 'pos': 0.08, 'compound': -0.4215}","['yeah', 'bughead', 'major', 'screen', 'time', 'quality', 'storyline', 'matter', 'blind', 'everyone', 'knows', 'riverdale', 'stories', 'one', 'critized', 'storyline', 'ever']",  yeah bughead have major screen time but the quality of the storyline matter too.. are you blind? everyone knows riverdale stories are one of the most critized storyline ever..,0.00,0.00,1.00
RT @AryanAksah: @SotoSsntiago @reinhartshug You know what..I don’t know that whether bughead is gonna be together or not but the fact that…,False,en,0,1,2021-03-02 16:07:22,1366782188595933189,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['know', 'know', 'whether', 'bughead', 'gonna', 'together', 'fact']",rt :   you know what..i don’t know that whether bughead is gonna be together or not but the fact that…,0.00,0.00,1.00
RT @sprouves: they’re so beautiful together 🥺 #bughead https://t.co/3Px6aFsImX,False,en,0,1,2021-03-02 16:07:14,1366782159101431808,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.7177}","['beautiful', 'together', 'bughead']",rt : they’re so beautiful together :pleading face: bughead ,0.17,0.00,0.83
Happy Bughead's day!✨ https://t.co/BVgJQAd70X,False,en,1,0,2021-03-02 16:07:10,1366782142341124103,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}","['happy', 'bughead', 'day']",happy bughead's day!:sparkles: ,0.50,0.00,0.50
"I honestly can't see varchie or bughead ever getting back together. at this point in the show and where the characters are at, it wouldn't feel right. and that's not me being a barchie shipper, that's me being a fan of the show.",False,en,23,5,2021-03-02 16:07:04,1366782114478317574,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.6486}","['honestly', 'see', 'varchie', 'bughead', 'ever', 'getting', 'back', 'together', 'point', 'show', 'characters', 'feel', 'right', 'barchie', 'shipper', 'fan', 'show']","i honestly can't see varchie or bughead ever getting back together. at this point in the show and where the characters are at, it wouldn't feel right. and that's not me being a barchie shipper, that's me being a fan of the show.",0.00,0.00,1.00
@SotoSsntiago @reinhartshug You know what..I don’t know that whether bughead is gonna be together or not but the fact that show has gotten shit and the golden era of the show which is S1 and S2 will always belong to bughead.. and these season are responsible for making show a major hit,False,en,1,1,2021-03-02 16:06:11,1366781891785891841,"{'neg': 0.086, 'neu': 0.862, 'pos': 0.052, 'compound': -0.4497}","['know', 'know', 'whether', 'bughead', 'gonna', 'together', 'fact', 'show', 'gotten', 'shit', 'golden', 'era', 'show', 's1', 's2', 'always', 'belong', 'bughead', 'season', 'responsible', 'making', 'show', 'major', 'hit']",  you know what..i don’t know that whether bughead is gonna be together or not but the fact that show has gotten shit and the golden era of the show which is s1 and s2 will always belong to bughead.. and these season are responsible for making show a major hit,0.00,0.00,1.00
they’re so beautiful together 🥺 #bughead https://t.co/3Px6aFsImX,False,en,11,1,2021-03-02 16:05:32,1366781729449598984,"{'neg': 0.0, 'neu': 0.544, 'pos': 0.456, 'compound': 0.6361}","['beautiful', 'together', 'bughead']",they’re so beautiful together :pleading face: bughead ,0.20,0.00,0.80
"@AryanAksah @reinhartshug Guess who had 80% of the screentime? Oh yeah Bughead 

Stop being stupid and don’t talk to me anymore. Bughead is one of the reasons the show went downhill",False,en,0,0,2021-03-02 16:04:39,1366781506341851137,"{'neg': 0.156, 'neu': 0.782, 'pos': 0.061, 'compound': -0.5267}","['guess', '80', 'screentime', 'oh', 'yeah', 'bughead', 'stop', 'stupid', 'talk', 'anymore', 'bughead', 'one', 'reasons', 'show', 'went', 'downhill']","  guess who had 80% of the screentime? oh yeah bughead 

stop being stupid and don’t talk to me anymore. bughead is one of the reasons the show went downhill",0.00,0.00,1.00
"Oh... Great, Bughead Day on Q//iqi's day? Horrible

Anyway, stan her https://t.co/HDZWgfuDYw",False,en,0,0,2021-03-02 16:04:15,1366781408065118208,"{'neg': 0.199, 'neu': 0.568, 'pos': 0.233, 'compound': 0.1531}","['oh', 'great', 'bughead', 'day', 'q', 'iqi', 'day', 'horrible', 'anyway', 'stan']","oh... great, bughead day on q//iqi's day? horrible

anyway, stan her ",0.20,0.20,0.60
My mom looking through my camera roll: WTF WHY ARE YOU SO OBSESSED WITH RIVERDALE AND THEIR  ACTORS AND WHO TF IS BUGHEAD VARCHIE AND CHONI?? i can say she would probably regret having me as a child,False,en,1,0,2021-03-02 16:04:15,1366781407150899209,"{'neg': 0.253, 'neu': 0.747, 'pos': 0.0, 'compound': -0.9032}","['mom', 'looking', 'camera', 'roll', 'wtf', 'obsessed', 'riverdale', 'actors', 'tf', 'bughead', 'varchie', 'choni', 'say', 'would', 'probably', 'regret', 'child']",my mom looking through my camera roll: wtf why are you so obsessed with riverdale and their  actors and who tf is bughead varchie and choni?? i can say she would probably regret having me as a child,0.00,0.00,1.00
4 years ago today @WriterRAS gave us the most iconic bughead scene. Started the biggest fanbase within the show. Made all of our lives better. Thank you so much Roberto. For it all. ❤️ https://t.co/egJYLFdH2F,False,en,3,0,2021-03-02 16:03:29,1366781215471112199,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.6597}","['4', 'years', 'ago', 'today', 'gave', 'us', 'iconic', 'bughead', 'scene', 'started', 'biggest', 'fanbase', 'within', 'show', 'made', 'lives', 'better', 'thank', 'much', 'roberto']",4 years ago today  gave us the most iconic bughead scene. started the biggest fanbase within the show. made all of our lives better. thank you so much roberto. for it all. :red heart: ,0.00,0.00,1.00
"@SotoSsntiago @reinhartshug Storyline was bughead?? What about archie surviving bear attack,cheryl having his brother corpse in her basement and have you watch s3 farm storyline,edgar having rocket in his farm backyard or archie going jail...",False,en,0,0,2021-03-02 16:03:29,1366781214913228801,"{'neg': 0.103, 'neu': 0.841, 'pos': 0.056, 'compound': -0.4329}","['storyline', 'bughead', 'archie', 'surviving', 'bear', 'attack', 'cheryl', 'brother', 'corpse', 'basement', 'watch', 's3', 'farm', 'storyline', 'edgar', 'rocket', 'farm', 'backyard', 'archie', 'going', 'jail']","  storyline was bughead?? what about archie surviving bear attack,cheryl having his brother corpse in her basement and have you watch s3 farm storyline,edgar having rocket in his farm backyard or archie going jail...",0.00,0.03,0.97
"happy #bughead day anniversary, everyone!

#riverdale https://t.co/PJ07dmISIY",False,en,201,45,2021-03-02 16:03:06,1366781115726520324,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.6114}","['happy', 'bughead', 'day', 'anniversary', 'everyone', 'riverdale']","happy bughead day anniversary, everyone!

riverdale ",0.17,0.00,0.83
Am I the only one who watched Riverdale after the third sesion just because auf Bughead and watch now all barchie stuff like: https://t.co/NtAPDJiaCg,False,en,1,0,2021-03-02 16:02:50,1366781048093368326,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}","['one', 'watched', 'riverdale', 'third', 'sesion', 'auf', 'bughead', 'watch', 'barchie', 'stuff', 'like']",am i the only one who watched riverdale after the third sesion just because auf bughead and watch now all barchie stuff like: ,0.00,0.00,1.00
